age,monthly_salary,credit_score,existing_emi,requested_amount,tenure_months,missed_payments,proposed_emi,foir,approved
35,138714,802,3252,1238218,36,0,34394.944444444445,27.139974656086945,1
33,249420,810,7415,552365,84,0,6575.773809523809,5.609323153525703,1
58,84596,785,23155,1101311,60,0,18355.183333333334,49.068730594039124,1
36,224246,789,16662,487623,48,0,10158.8125,11.960441880791631,1
59,124106,830,11116,561309,84,0,6682.25,14.341168033777576,1
59,119182,779,16964,255863,36,0,7107.305555555556,20.197098182238555,1
25,147163,758,4958,1421691,84,0,16924.89285714286,14.869833352909941,1
46,99310,813,24829,695654,24,0,28985.583333333332,54.188483872050476,1
53,116088,782,4276,1751899,36,0,48663.86111111111,45.60321575969188,1
32,188803,801,24381,1657200,24,0,69050.0,49.485972150866246,1
35,199978,838,4776,977635,36,0,27156.527777777777,15.968020371129713,1
38,96914,763,17208,913340,84,0,10873.095238095239,28.975272136218955,1
54,170350,824,3832,1200460,60,0,20007.666666666668,13.994521084042658,1
59,105379,802,14901,478495,48,0,9968.645833333334,23.600191530886928,1
45,228722,848,5445,1383779,24,0,57657.458333333336,27.58915116750174,1
29,237953,808,1380,447908,84,0,5332.238095238095,2.820825160951152,1
43,106413,827,9865,1031257,60,0,17187.616666666665,25.422285497699214,1
38,197084,843,22918,1440579,84,0,17149.75,20.33029063749467,1
50,241187,790,13926,1746175,24,0,72757.29166666667,35.940283542092516,1
28,67151,817,19540,1523173,48,0,31732.770833333332,76.35444123443185,0
49,117716,817,11580,1922750,84,0,22889.880952380954,29.282239417225313,1
49,153747,841,20691,1922199,36,0,53394.416666666664,48.18657708226284,1
42,227450,757,5634,801982,60,0,13366.366666666667,8.35364548985125,1
32,233724,751,24959,1788599,84,0,21292.845238095237,19.789086802423046,1
38,204539,835,5810,1133334,60,0,18888.9,12.075398823696215,1
56,222082,790,24917,900033,36,0,25000.916666666668,22.477245642000103,1
57,181999,804,22318,1113438,48,0,23196.625,25.00817312183034,1
47,174793,765,10179,944822,48,0,19683.791666666668,17.084661094361138,1
39,245763,842,12251,769354,36,0,21370.944444444445,13.68063721733721,1
57,168177,811,13131,334445,60,0,5574.083333333333,11.122260079162627,1
49,72289,797,19493,603551,84,0,7185.130952380952,36.90482777792051,1
41,236048,779,20466,1141245,36,0,31701.25,22.100271978580626,1
57,234668,761,12707,769829,24,0,32076.208333333332,19.083645121334534,1
26,214243,784,19624,1413705,60,0,23561.75,20.157368035361714,1
38,146365,760,22412,791271,48,0,16484.8125,26.57521436135688,1
30,174014,813,18233,1923519,36,0,53431.083333333336,41.18294121928888,1
30,235211,799,24881,353837,48,0,7371.604166666667,13.712200605697298,1
27,239785,834,2749,914647,60,0,15244.116666666667,7.503854147117906,1
31,220806,770,13156,1107179,48,0,23066.229166666668,16.404549317802356,1
32,132588,818,23064,1071535,36,0,29764.86111111111,39.844375894584054,1
39,123646,797,16589,1983611,60,0,33060.183333333334,40.154298022850185,1
53,63654,769,23736,377597,24,0,15733.208333333334,62.00585718624648,0
57,78743,816,20975,1942166,36,0,53949.055555555555,95.15011563638109,0
54,108368,793,3450,1235408,84,0,14707.238095238095,16.755165819465244,1
51,197513,782,7214,1661312,36,0,46147.555555555555,27.01673082559404,1
53,179735,822,20195,678454,60,0,11307.566666666668,17.527229903283537,1
57,215683,810,11814,1693726,36,0,47047.944444444445,27.290952205062265,1
51,179891,758,5141,1536286,24,0,64011.916666666664,38.441565540614405,1
57,167971,817,24885,1059625,24,0,44151.041666666664,41.099976583259405,1
28,72149,784,2708,696440,84,0,8290.952380952382,15.244774537349626,1
46,160102,830,18375,1671926,48,0,34831.791666666664,33.233058716734746,1
26,119189,847,15088,1652137,60,0,27535.616666666665,35.761367799601196,1
34,212747,837,24847,976372,60,0,16272.866666666667,19.328059463431526,1
29,131031,845,11834,845303,48,0,17610.479166666668,22.471383998188724,1
34,102668,814,12278,372257,24,0,15510.708333333334,27.066572187374195,1
57,204745,757,10014,1472597,24,0,61358.208333333336,34.85907266762722,1
37,148204,794,3273,1903820,36,0,52883.88888888889,37.89161486119733,1
55,214741,836,14367,1843608,84,0,21947.714285714286,16.910936563448196,1
48,225140,796,4538,495599,84,0,5899.988095238095,4.636221060334945,1
39,200507,789,12541,1757009,84,0,20916.77380952381,16.686586408217075,1
53,243321,825,8712,1145522,36,0,31820.055555555555,16.657853434580474,1
32,97384,803,9168,516363,84,0,6147.178571428572,15.726586062832265,1
29,141929,825,20106,1032423,48,0,21508.8125,29.320866419125057,1
53,187959,795,3551,797904,36,0,22164.0,13.681175149899714,1
28,136153,796,12297,1860302,48,0,38756.291666666664,37.49700092298125,1
36,135388,764,10965,316841,36,0,8801.138888888889,14.599623961421168,1
26,91401,768,2832,1913422,84,0,22778.833333333332,28.020298829699165,1
51,179503,775,22063,369934,48,0,7706.958333333333,16.58465782373182,1
55,187834,801,22963,1831734,48,0,38161.125,32.54156595717495,1
50,94084,842,13422,1335270,48,0,27818.125,43.83330321840057,1
51,170641,771,152,437068,36,0,12140.777777777777,7.203882875614758,1
29,165111,770,22138,1030288,60,0,17171.466666666667,23.807902966287326,1
44,246898,800,11156,301407,84,0,3588.1785714285716,5.971769140061309,1
35,227523,787,11108,1742536,48,0,36302.833333333336,20.837820059217457,1
34,198299,769,2800,1804243,60,0,30070.716666666667,16.576340105934303,1
30,222982,778,5310,1051161,84,0,12513.82142857143,7.99339024162104,1
32,96041,800,9944,1670170,84,0,19882.97619047619,31.056503150192306,1
47,148920,753,2610,1485076,48,0,30939.083333333332,22.528259020503175,1
50,125681,804,12067,778641,48,0,16221.6875,22.50832464732139,1
36,141571,820,1104,905356,36,0,25148.777777777777,18.543895132320728,1
50,187556,841,10728,1459720,60,0,24328.666666666668,18.69130641870517,1
37,86160,777,23745,1838846,60,0,30647.433333333334,63.12956515010833,0
42,77633,753,20583,236683,48,0,4930.895833333333,32.864755752493565,1
49,77014,771,20238,1362667,84,0,16222.22619047619,47.342335407167774,1
57,140532,825,7263,317797,48,0,6620.770833333333,9.879437304908015,1
36,109104,794,1914,1659410,84,0,19754.880952380954,19.86075758210602,1
28,232693,816,23749,1779451,84,0,21183.940476190477,19.309966555156567,1
29,137231,835,19456,524934,48,0,10936.125,22.146690616551652,1
32,128388,815,406,1542200,24,0,64258.333333333336,50.36633745625241,1
52,76014,837,13689,1924463,60,0,32074.383333333335,60.20388788030275,0
55,152578,783,166,485713,84,0,5782.297619047619,3.8985290271517647,1
33,224827,840,508,997583,84,0,11875.988095238095,5.508229925782088,1
53,100390,804,18045,664310,24,0,27679.583333333332,45.54695022744629,1
38,83711,750,3664,1438822,36,0,39967.27777777778,52.12131951329907,1
46,151658,821,19873,1817603,24,0,75733.45833333333,63.04082760773143,0
35,117993,836,13050,757242,24,0,31551.75,37.80033561312959,1
47,218285,787,680,1230488,84,0,14648.666666666666,7.022317917706973,1
25,248856,755,18908,968223,60,0,16137.05,14.082461343106054,1
45,67421,835,18504,309373,24,0,12890.541666666666,46.564930313502714,1
50,77727,774,21644,758988,36,0,21083.0,54.97060223603124,1
47,172418,831,4357,1210540,48,0,25219.583333333332,17.153999775738804,1
25,64358,766,1363,1372304,24,0,57179.333333333336,90.96356837274827,0
39,125108,810,9523,1053220,24,0,43884.166666666664,42.68885016678923,1
45,154018,761,2292,1843909,36,0,51219.694444444445,34.74379257258531,1
33,184457,755,1538,1679634,60,0,27993.9,16.010181234650894,1
33,223189,839,3408,1917836,24,0,79909.83333333333,37.33061814575688,1
34,91910,776,24126,1114424,24,0,46434.333333333336,76.77111667210677,0
50,186888,757,8752,1066491,60,0,17774.85,14.193982492187834,1
59,115754,832,18287,1774745,36,0,49298.47222222222,58.38715916704582,0
49,169847,814,174,1119134,24,0,46630.583333333336,27.556909061292416,1
50,220443,806,2230,1636803,60,0,27280.05,13.38670313867984,1
35,242573,842,4287,288059,24,0,12002.458333333334,6.715280898258806,1
26,98467,848,20544,1987430,48,0,41404.791666666664,62.91325181702161,0
31,208697,789,12112,1032583,84,0,12292.654761904761,11.693821550815183,1
42,93893,763,7106,642136,48,0,13377.833333333334,21.816145328547748,1
51,136329,784,9689,1882252,24,0,78427.16666666667,64.63493949685443,0
58,91007,797,12046,398303,36,0,11063.972222222223,25.393620515149628,1
51,230604,833,19555,711162,84,0,8466.214285714286,12.151226468627728,1
41,114253,805,17951,673573,48,0,14032.770833333334,27.99381270805435,1
48,72323,798,1151,1513982,60,0,25233.033333333333,36.48083366748245,1
49,171335,762,7619,529125,36,0,14697.916666666666,13.02531103783037,1
31,172356,810,6033,1107383,48,0,23070.479166666668,16.885677995930905,1
30,170944,798,8560,1109531,60,0,18492.183333333334,15.825172766130038,1
48,205282,795,4946,1330548,24,0,55439.5,29.41587669644684,1
57,76456,811,24618,1586205,60,0,26436.75,66.77664277492937,0
53,91367,757,1907,1303298,48,0,27152.041666666668,31.80474533110058,1
46,114624,792,3490,381890,48,0,7956.041666666667,9.985728701377258,1
50,201178,769,18919,1147436,24,0,47809.833333333336,33.16905095653269,1
52,128008,846,4173,1517621,60,0,25293.683333333334,23.019407641189094,1
45,185926,839,11065,317473,60,0,5291.216666666666,8.797164821846684,1
31,175395,788,17677,1740815,24,0,72533.95833333333,51.433027357298286,1
41,176492,834,4769,470741,60,0,7845.683333333333,7.147453331218035,1
44,132240,798,4796,1640351,24,0,68347.95833333333,55.31152324057269,0
44,124315,813,13046,1771836,36,0,49217.666666666664,50.08540133263618,1
46,70756,811,14211,1058823,48,0,22058.8125,51.26040547798066,1
52,96378,803,23255,939574,36,0,26099.277777777777,51.20907030419575,1
31,195327,758,19356,525437,84,0,6255.202380952381,13.111962186974857,1
25,205556,837,20306,356877,84,0,4248.535714285715,11.945423979006069,1
56,185703,786,4997,1733471,84,0,20636.559523809523,13.803524727015462,1
37,116549,798,23416,1784738,24,0,74364.08333333333,83.89611522478386,0
54,225575,790,17376,1997001,60,0,33283.35,22.457874321179208,1
47,133794,766,8112,1072834,36,0,29800.944444444445,28.336804673187473,1
43,105113,837,5287,643066,36,0,17862.944444444445,22.02386426459567,1
56,134069,770,10578,534923,36,0,14858.972222222223,18.973045388734324,1
54,196321,800,18624,819696,36,0,22769.333333333332,21.084516344829808,1
53,210273,808,17860,1893470,84,0,22541.309523809523,19.213740957616775,1
53,185541,788,6426,320062,36,0,8890.611111111111,8.255108634270114,1
54,249648,804,11599,1260676,60,0,21011.266666666666,13.062498664786688,1
40,69686,790,389,1567741,84,0,18663.583333333332,27.340618392981852,1
43,113363,788,999,1232499,36,0,34236.083333333336,31.0816433345389,1
42,157543,762,12812,1923736,24,0,80155.66666666667,59.01097901313715,0
25,191733,813,15599,1638846,48,0,34142.625,25.943173579926253,1
38,235915,760,1855,1443048,48,0,30063.5,13.529661106754551,1
26,155673,768,8125,1078878,48,0,22476.625,19.65763170235044,1
52,102828,760,13794,434196,84,0,5169.0,18.441475084607305,1
54,108604,826,2763,407609,36,0,11322.472222222223,12.969570386194086,1
28,70526,795,20047,875302,84,0,10420.261904761905,43.200042402464206,1
25,128910,794,4986,483006,60,0,8050.1,10.112559149794432,1
32,85592,750,1481,473813,24,0,19742.208333333332,24.795785042215783,1
53,88982,789,23640,1107651,24,0,46152.125,78.43398102987122,0
27,60207,768,3731,909132,48,0,18940.25,37.655505173817,1
56,148733,825,23646,473022,48,0,9854.625,22.524002743170648,1
34,184982,821,16835,989417,48,0,20612.854166666668,20.24405302497901,1
34,128619,821,19477,691121,36,0,19197.805555555555,30.06927868787314,1
43,220400,810,17266,1453296,60,0,24221.6,18.823774954627947,1
58,106479,761,20792,1814099,60,0,30234.983333333334,47.922109836994466,1
57,211175,810,20452,481075,60,0,8017.916666666667,13.481670020914724,1
47,230963,782,10758,1341452,60,0,22357.533333333333,14.338025282548864,1
52,201826,794,19661,724624,48,0,15096.333333333334,17.221434965432273,1
56,141437,839,16311,1029365,24,0,42890.208333333336,41.856945730843655,1
31,158540,841,8566,1202403,48,0,25050.0625,21.203521193389683,1
53,132982,818,11889,1556256,60,0,25937.6,28.44490231760689,1
32,162747,757,24335,793792,48,0,16537.333333333332,25.114031799869323,1
25,246994,774,11254,823502,60,0,13725.033333333333,10.113214625996312,1
27,108231,840,21074,1430796,84,0,17033.285714285714,35.20921521032395,1
48,89301,795,11442,313936,24,0,13080.666666666666,27.46068539732664,1
47,232395,836,13521,216279,84,0,2574.75,6.926031110824243,1
32,78752,779,20979,1448313,36,0,40230.916666666664,77.72490434105377,0
27,158452,796,4559,1352327,48,0,28173.479166666668,20.657662362524086,1
57,204467,836,16199,1615153,36,0,44865.36111111111,29.86514259568102,1
52,181237,798,7291,1319962,48,0,27499.208333333332,19.19597451587332,1
32,116273,796,8160,286124,84,0,3406.2380952380954,9.947484020570636,1
58,151878,833,112,1616470,60,0,26941.166666666668,17.812432785964173,1
59,64895,831,21515,536199,60,0,8936.65,46.924493412435474,1
56,179968,767,19581,291911,48,0,6081.479166666667,14.259467886883595,1
48,175700,815,15924,1085050,60,0,18084.166666666668,19.35581483589452,1
38,136559,817,16523,1719065,84,0,20465.059523809523,27.08577210129653,1
56,70699,843,1424,922030,60,0,15367.166666666666,23.750218060604343,1
40,69715,782,19333,1193978,84,0,14214.02380952381,48.12023783909318,1
28,79169,785,19552,647244,36,0,17979.0,47.406181712538995,1
45,178413,831,10808,1469670,84,0,17496.071428571428,15.864354855627912,1
38,207235,768,6043,576036,24,0,24001.5,14.497792361328926,1
55,179264,777,6989,437723,24,0,18238.458333333332,14.072796731821969,1
42,65782,789,23620,1581848,24,0,65910.33333333333,136.10156780476927,0
31,184481,833,6261,1659900,48,0,34581.25,22.139000764306353,1
34,95585,846,887,1038927,48,0,21644.3125,23.572017052884867,1
31,90682,825,19488,282806,48,0,5891.791666666667,27.987684068135536,1
57,238936,764,16433,931893,84,0,11093.964285714286,11.520643304363631,1
47,189992,790,20335,1478673,48,0,30805.6875,26.917284675144217,1
45,144416,788,19944,1174334,36,0,32620.38888888889,36.39789835536844,1
43,246186,751,16402,1192144,24,0,49672.666666666664,26.839327446185674,1
43,187810,812,21205,397478,84,0,4731.880952380952,13.810170359608623,1
53,98067,778,22724,687436,24,0,28643.166666666668,52.37966560276818,1
42,233757,823,24442,1943455,48,0,40488.645833333336,27.776984575149978,1
26,78073,815,12253,1560369,84,0,18575.821428571428,39.48717409164683,1
25,96035,800,18990,1938460,60,0,32307.666666666668,53.41559500876417,1
29,150373,824,7846,689709,36,0,19158.583333333332,17.95839900336718,1
44,143362,826,6432,1937821,48,0,40371.270833333336,32.64691538436499,1
35,150517,759,13452,637585,48,0,13283.020833333334,17.7621270908491,1
26,125450,763,13395,1480780,36,0,41132.77777777778,43.4657455382844,1
27,70382,831,3765,557546,36,0,15487.388888888889,27.354137263631173,1
47,195509,800,18822,1017108,60,0,16951.8,18.297776572945494,1
36,121929,822,15950,1050525,48,0,21885.9375,31.031122620541463,1
44,158864,788,12502,1689556,48,0,35199.083333333336,30.026364269647836,1
29,203401,777,9741,381871,24,0,15911.291666666666,12.611684144456845,1
54,85169,752,22742,541558,84,0,6447.119047619048,34.27199925749868,1
33,147468,833,24703,698512,84,0,8315.619047619048,22.390362009126758,1
58,94594,819,5941,1603815,24,0,66825.625,76.92520138698015,0
59,105033,776,24028,967442,84,0,11517.166666666666,33.84190365567647,1
46,123133,751,4855,1845171,36,0,51254.75,45.56840976829932,1
48,133861,842,22931,675278,84,0,8039.023809523809,23.13595730610395,1
41,243362,787,23580,494067,84,0,5881.75,12.106142290086373,1
34,91750,752,22295,579593,24,0,24149.708333333332,50.62093551316984,1
54,100461,765,22865,694955,60,0,11582.583333333334,34.28950869823447,1
47,138222,843,15166,1484574,84,0,17673.5,23.75851890437123,1
56,172020,789,19145,1720180,84,0,20478.333333333332,23.0341433166686,1
41,84226,751,20840,1685183,60,0,28086.383333333335,58.08940627992939,0
41,66721,830,22745,1246195,24,0,51924.791666666664,111.91347801541743,0
38,247226,790,22077,846045,60,0,14100.75,14.633473016592106,1
33,80609,761,5788,1826528,24,0,76105.33333333333,101.59328776356651,0
26,243202,784,201,1017459,36,0,28262.75,11.70374832443812,1
49,190513,814,22544,890824,24,0,37117.666666666664,31.316323120556948,1
33,164211,804,10561,1545205,36,0,42922.36111111111,32.56990159679383,1
46,246321,794,16901,1508014,36,0,41889.27777777778,23.867342929664048,1
28,239967,828,7737,350528,24,0,14605.333333333334,9.310585761097707,1
50,196728,839,1988,668011,48,0,13916.895833333334,8.084713835007387,1
53,184865,834,15441,497698,24,0,20737.416666666668,19.570181844408985,1
58,134520,811,11737,1557642,84,0,18543.35714285714,22.50992948472877,1
47,124309,798,14256,1524129,84,0,18144.39285714286,26.064398279402827,1
35,89984,844,20186,924687,48,0,19264.3125,43.841474595483646,1
30,178947,774,22192,946760,36,0,26298.88888888889,27.097905463007983,1
42,65901,772,7162,498783,48,0,10391.3125,26.635881853082655,1
45,222624,773,13065,1479758,84,0,17616.166666666668,13.781607853001773,1
58,91055,787,22625,1705419,48,0,35529.5625,63.867511394212286,0
41,228757,777,14114,1337613,24,0,55733.875,30.533655800696806,1
49,205788,770,8399,1982776,48,0,41307.833333333336,24.154388658878716,1
36,174099,803,5633,1958136,36,0,54392.666666666664,34.47789284640731,1
47,71138,767,5755,948423,24,0,39517.625,63.64056481767831,0
46,226370,785,10825,1437063,60,0,23951.05,15.36248177762071,1
45,242184,848,22693,218074,84,0,2596.1190476190477,10.442109737893109,1
51,83429,794,4117,870909,84,0,10367.964285714286,17.362025537540045,1
55,110200,822,24729,1540683,48,0,32097.5625,51.566753629764065,1
30,239316,802,1518,1733248,24,0,72218.66666666667,30.81142366856653,1
51,161268,779,22547,956967,60,0,15949.45,23.87110276062207,1
58,77347,809,16346,776553,24,0,32356.375,62.966081425265365,0
36,207992,847,2600,216061,84,0,2572.154761904762,2.486708508935325,1
31,91822,781,13237,1700018,24,0,70834.08333333333,91.55875861267815,0
34,237731,816,18579,1408458,60,0,23474.3,17.68944731650479,1
41,100108,816,3554,653222,48,0,13608.791666666666,17.144275848750016,1
50,188955,777,16193,837790,36,0,23271.944444444445,20.885895818816355,1
45,67967,793,19233,1533520,24,0,63896.666666666664,122.30886557692212,0
52,170719,828,15253,1626912,36,0,45192.0,35.406135228064834,1
26,71871,790,16194,702175,84,0,8359.22619047619,34.16291159226418,1
25,224685,812,1742,1505081,48,0,31355.854166666668,14.73078050010756,1
50,88179,772,1306,831516,48,0,17323.25,21.12662878916749,1
53,243260,824,3849,406548,24,0,16939.5,8.54579462303708,1
45,115099,797,12360,1711252,48,0,35651.083333333336,41.71285878533553,1
35,95262,781,12768,650983,24,0,27124.291666666668,41.876395274786034,1
35,138213,806,23903,668535,24,0,27855.625,37.44844913286015,1
59,177407,849,13032,696005,36,0,19333.472222222223,18.24362749058505,1
58,209340,782,4195,900757,48,0,18765.770833333332,10.968171793891914,1
48,146269,773,21562,1261809,24,0,52575.375,50.68563742146319,1
46,120545,788,18939,966565,36,0,26849.027777777777,37.98417833819551,1
29,99922,783,18689,683236,60,0,11387.266666666666,30.099744467351204,1
57,102913,805,7619,1929004,36,0,53583.444444444445,59.47008098534145,0
44,157033,777,9280,1052159,36,0,29226.63888888889,24.521367412511314,1
43,164792,786,2642,1581173,24,0,65882.20833333333,41.58224205867598,1
59,246749,756,9369,828423,84,0,9862.17857142857,7.793822293678423,1
27,71931,652,16039,1753790,120,0,14614.916666666666,42.61572432840731,1
42,59014,702,34097,1658496,120,0,13820.8,81.19734300335514,0
27,149775,733,39207,2958884,60,0,49314.73333333333,59.10314360429534,0
53,131472,680,27553,1879404,36,0,52205.666666666664,60.66589590685976,0
52,114872,718,5055,1778720,120,0,14822.666666666666,17.30418784966455,1
31,93502,737,28161,716194,48,0,14920.708333333334,46.07570782799655,1
51,122736,682,37873,2954082,84,0,35167.642857142855,59.510366035346486,0
39,40470,721,20184,2985702,48,0,62202.125,203.5733259204349,0
45,131395,737,5669,2780163,84,1,33097.17857142857,29.503541665534133,0
30,49953,699,17663,507399,60,0,8456.65,52.28845114407543,1
52,139580,733,30318,2062818,120,0,17190.15,34.03650236423557,1
36,73507,665,38734,1442621,36,0,40072.805555555555,107.20993314317762,0
25,127969,725,21691,2695814,120,1,22465.116666666665,34.50532290372408,0
30,126493,726,23522,1162858,84,0,13843.547619047618,29.539616910854843,1
30,41523,688,16656,2437834,36,1,67717.61111111111,203.19729092577873,0
47,121923,738,20893,1272592,120,0,10604.933333333332,25.83428338650897,1
25,92190,695,21493,2970373,36,1,82510.36111111111,112.81414590640102,0
38,82761,745,8632,1534023,84,0,18262.178571428572,32.49619817477867,1
37,66169,737,35336,1296060,60,0,21601.0,86.04784717919267,0
36,80641,696,28112,893545,60,0,14892.416666666666,53.328228403252275,1
56,57990,693,18266,800763,120,0,6673.025,43.005733747197795,1
26,64661,658,21940,1555608,48,1,32408.5,84.05143749710025,0
26,48419,736,29003,1407555,84,0,16756.60714285714,94.50754278869276,0
41,49457,699,37872,2064458,120,1,17203.816666666666,111.36101394477357,0
36,102600,726,39815,2421166,120,0,20176.383333333335,58.47113385315139,0
39,138619,709,35869,2166984,60,0,36116.4,51.93039915163145,1
23,111102,745,22257,547850,36,0,15218.055555555555,33.73031588590265,1
50,68085,664,21682,2077586,84,0,24733.166666666668,68.17238256101442,0
34,132064,685,24622,779916,36,1,21664.333333333332,35.04841087149664,0
25,85654,712,35408,848249,84,0,10098.202380952382,53.12793609282973,1
31,41130,718,13837,934895,48,0,19476.979166666668,80.99678863765298,0
52,140723,735,20407,1486275,60,1,24771.25,32.10438236819852,0
29,37042,729,34309,504576,48,0,10512.0,121.00048593488472,0
24,105134,690,11382,1910124,120,0,15917.7,25.96657598873818,1
30,77982,723,32654,2114340,60,0,35239.0,87.06239901515734,0
51,133422,673,23895,1972077,120,0,16433.975,30.22663054069044,1
32,100185,731,38551,1310586,48,0,27303.875,65.73326845336128,0
56,68477,698,26376,2611591,84,0,31090.369047619046,83.92068730759094,0
58,149161,667,5370,1928931,120,0,16074.425,14.376696991841031,1
34,87709,656,5486,2099826,36,1,58328.5,72.75707168021526,0
57,63716,653,28762,2520014,84,0,30000.166666666668,92.22513445079207,0
34,113137,739,31613,1848483,84,1,22005.75,47.39276275665786,0
33,71018,718,8196,616189,48,0,12837.270833333334,29.61681662864814,1
58,43061,709,34401,1658866,48,0,34559.708333333336,160.14655566134866,0
31,43609,704,15813,1481598,60,0,24693.3,92.88518425095738,0
30,70371,665,13572,1305896,60,0,21764.933333333334,50.21519281143274,1
28,145350,748,33225,1459540,36,0,40542.77777777778,50.75182509651034,1
23,118021,739,37275,2721132,84,1,32394.428571428572,59.03138303473837,0
44,55805,731,11843,2824173,36,1,78449.25,161.79956993100976,0
42,42857,678,6105,1241165,36,0,34476.805555555555,94.69119526694718,0
44,46620,672,36639,531541,48,0,11073.770833333334,102.34399578149578,0
50,43177,663,23051,975759,36,0,27104.416666666668,116.1623472373409,0
35,65111,728,33708,629188,36,0,17477.444444444445,78.61259148906397,0
47,123578,698,16864,708150,120,0,5901.25,18.42176601013125,1
26,119181,682,39764,2358777,60,1,39312.95,66.3502991248605,0
52,124941,674,6425,2816225,60,0,46937.083333333336,42.709825704399144,1
46,46826,670,11849,980620,84,1,11674.047619047618,50.235013921854566,0
52,48890,666,23976,1044444,60,0,17407.4,84.64593986500307,0
41,117428,672,39258,1241196,84,0,14776.142857142857,46.01470080146375,1
38,93031,706,36113,1992273,120,0,16602.275,56.66420333007277,0
23,147134,730,20401,1168795,60,0,19479.916666666668,27.10516717187507,1
46,110020,707,17884,1225010,120,0,10208.416666666666,25.533918075501422,1
34,40495,663,23824,2502215,60,0,41703.583333333336,161.81647940074907,0
49,63481,742,39414,1622207,60,1,27036.783333333333,104.67822393051989,0
27,46267,669,21142,1324341,120,1,11036.175,69.54886852400199,0
24,140702,679,10956,809799,36,0,22494.416666666668,23.773945407077846,1
56,41743,668,18928,927557,36,1,25765.472222222223,107.06818441947685,0
39,89800,702,14721,2315599,36,0,64322.194444444445,88.02137465973769,0
32,138475,705,16157,2665456,36,1,74040.44444444444,65.13626607289723,0
41,83773,726,11696,865750,60,0,14429.166666666666,31.185664434443872,1
26,92042,731,32862,2193802,48,0,45704.208333333336,85.35908425863556,0
40,84476,672,10190,984103,120,0,8200.858333333334,21.77051272945373,1
43,127105,711,9663,2652259,48,0,55255.395833333336,51.07462006477584,1
40,63552,682,9331,2205096,48,0,45939.5,86.96893882175226,0
37,100242,667,33549,2947193,84,0,35085.630952380954,68.46893612695372,0
45,80772,722,21246,760933,36,0,21137.027777777777,52.47242581312557,1
25,78730,682,30761,2177044,60,0,36284.066666666666,85.1582200770566,0
36,63948,681,8262,2879220,36,0,79978.33333333333,137.9876357874106,0
46,111311,710,12036,2284210,36,0,63450.27777777778,67.81564964628633,0
56,104093,703,27322,1504059,48,0,31334.5625,56.35015082666462,0
35,104123,666,24131,2963501,84,0,35279.77380952381,57.058261680439294,0
40,51535,668,9677,2244919,36,1,62358.86111111111,139.78046203766587,0
59,101490,740,12972,1528719,120,0,12739.325,25.333850625677407,1
57,81562,719,20329,2086987,120,0,17391.558333333334,46.24771135250893,1
28,124080,748,25493,1331710,36,0,36991.944444444445,50.358594813382055,1
51,93535,683,23595,2432919,48,0,50685.8125,79.41499171433153,0
40,133991,733,26923,2556370,48,0,53257.708333333336,59.840368631724026,0
46,76269,674,14735,2649151,60,0,44152.51666666667,77.21029076907612,0
37,115674,717,39457,2366161,84,0,28168.583333333332,58.46221565203359,0
29,77462,723,12727,2303713,48,1,47994.020833333336,78.38813977606225,0
39,38127,723,12764,2110520,60,0,35175.333333333336,125.73591767863543,0
49,58147,737,32599,2798739,120,1,23322.825,96.17319036235746,0
37,80528,734,5818,2333451,120,0,19445.425,31.372224567852175,1
40,112095,660,38892,763356,120,0,6361.3,40.37048931709711,1
38,148100,740,10660,2737225,36,0,76034.02777777778,58.53749343536649,0
34,103931,665,34521,1627360,84,0,19373.333333333332,51.85587874006151,1
28,125925,739,39470,843288,60,0,14054.8,42.5053007742704,1
48,101381,710,23385,2502507,84,0,29791.75,52.452382596344485,1
31,134468,743,28296,1609736,36,0,44714.88888888889,54.296106797817245,1
55,146258,729,28616,2870011,60,1,47833.51666666667,52.270314558291965,0
57,98749,656,31382,1083072,60,1,18051.2,50.059443639935594,0
46,73672,665,16139,2988489,48,0,62260.1875,106.41653206102725,0
27,48731,748,37060,1910364,84,1,22742.428571428572,122.71947748133339,0
45,89512,665,27419,1858293,84,0,22122.535714285714,55.34625046282701,0
39,133658,689,32785,2411128,48,0,50231.833333333336,62.1113837804945,0
44,86024,661,20702,1062193,120,0,8851.608333333334,34.35507339037168,1
27,136121,684,34217,1439077,36,0,39974.36111111111,54.503978894594596,1
50,38832,670,17397,1153939,84,0,13737.369047619048,80.17709375674455,0
46,67332,699,31940,2925358,48,1,60944.958333333336,137.9506896176162,0
38,47467,692,33341,599596,60,0,9993.266666666666,91.29346001783695,0
45,76025,749,15067,2351579,48,0,48991.229166666664,84.25942672366546,0
32,48107,666,18824,2563356,120,1,21361.3,83.53316565156838,0
47,112994,681,18444,1546072,36,0,42946.444444444445,54.330711758539785,1
55,129202,690,38307,1174502,120,0,9787.516666666666,37.2242818738616,1
49,78481,655,15974,2605777,60,0,43429.61666666667,75.69171731586839,0
24,37581,737,34290,1849919,60,0,30831.983333333334,173.28432807358328,0
32,110118,676,21016,909142,60,0,15152.366666666667,32.845099499324974,1
59,86638,669,37112,2890514,60,0,48175.23333333333,98.44090737705548,0
35,43418,674,33513,2248408,48,0,46841.833333333336,185.07262732814348,0
47,128627,715,7956,2951212,60,1,49186.86666666667,44.42525027145675,0
42,64113,658,13077,1671758,60,1,27862.633333333335,63.85543233561576,0
